,AndroidUrls,Heading,AndroidContent
96,http://1000projects.org/notes-tracker-android-application.html,notes tracker android application.," Notes Tracker is an Android application in which user will be able to view his/her current location on the Google Map, create a brief Note of the location according with different categories and get the path of previously created Note. User of the application can add members to the system and send message to the member which will contain a message and current address of application user. Why Notes Tracker?  Removes need to write note manually View and Save note category wise Send message about the location                HARDWARE REQUIREMENTS:  Android mobile phone Minimum level Android Froyo 2.2 OS Internet Availability  SOFTWARE REQUIREMENTS:  Operating System Android Froyo 2.2 OS (recommended) Software Tools Eclipse Helios Android SDK Android Development Toolkit  Functional Requirements:  Registration Create Note Send Message Get Route Path Manage Member  Nonfunctional Requirements:  Performance Usability Dependency Scalability  Login Screen Design:   The home screen design of Notes Tracker will display two input fields    It provides two options Email Address – The Email of the Registered user 2. Password If User is enters correct email and password than he is redirected to home screen, otherwise he has to enter again. User can click on Forgot Password if he has forgotten the password.  Screens after Login – Dashboard:  There are different options available to choose from Create Note:  This screen has three input fields:  Note Name- user enters the note name Note Category- user selects the category of the note Description  Here user will create a new note by giving the note name, category and description. This details will be saved in the database along with the latitude, longitude points of the current location. Add/Update/Delete Member  Here we can add a new member details which will contain fields like member name, email address ,mobile number and city. Using this screen only we can update or delete existing member Here we can add a new member details which will contain fields like member name, email address ,mobile number and city. Using this screen only we can update or delete existing member Here we can add a new member details which will contain fields like member name, email address ,mobile number and city. Using this screen only we can update or delete existing member Using this screen user can send message to previously added member There are two fields  1.Selects City 2.Selects Member LIMITATIONS: Administrator functionality are not fully added into the application, admin cannot edit category or delete category. The internet has to be working when we open the application. Memory card is require because the local database will be created in the SD card itself. FUTURE EXPANSION: Develop same application on different platform like IOS, Microsoft for IPhone and windows phones. Set up a central database where one member can track the location of other member using web service. User can search places on the map by providing the place name.            "
97,http://1000projects.org/mgnarega-development-system.html,mgnarega development system.," Project Title: MGNAREGA Development System Description: This project majorly concern on development work which is happen in all over India. And keep track of all worker’s attendance and their payment calculation. Technology Used: Android 1.0 (API Level – 8)           Tools Used: Eclips Helios SQLite Database Constraint: In our project we do not implement Web-Service Concepts. So, In future our System can access through the remote location. Tools and Technology:  Tools  Eclipse Helios SQLite Database   Technology  Android 1.0 ( API Level -8)    Planning:  It’s not possible to develop such successful application without planning. In this way future is being seen in present. Planning is a continuous process. Planning is needed everywhere because it is a first step of successful business. At present there is Official website working who manage all the detail work about Mgnarega. The drawback about that website is they just entered detail about attendance which is already taken by some other user. As our project is on android mobile device so, every worker who is present at work site they can give their attendance. According to their attendance their exact amount count. Also according to demand of employee, only those employee who is demanded for work only participate in work so no other random employee can participate in given work so that “every hand can work for 100 days” government scheme also maintain. Our project planning is that we want every worker whose associate with Mgnarega they receive their exact amount of money. So in our project we do manage payment calculation of worker according to their presence and “every hand work for 100 days” government scheme also manage and only desirable person can get work whose demand is generated.  Project Definition:- Our project definition is “Mgnarega (Mahatma Gandhi National Rural Employment Guarantee Act)” Development scheme based on android device. Preliminary Investigation:-  We got an idea for this project from DDU’s Industrial Visit held at BISAC Gandhinagar. Also for getting domain knowledge about this system we refer the official website of Mgnarega.  Selecting the project development Strategy:-  Object Oriented System development.  Develop Work Plan: System Analysis   Requirement Determination Feasibility Study  Technical:   This application is developed in Android operating system. So you need emulator which supports android operating system and android device.  Operational:   The user should have knowledge of operating or using mobile device. The applications support only English language so the user should know English language.  Economical:   To use the application, user must have mobile device so user should afford it. Requirement Specification  Introduction Purpose   This application manages the working development of Gujarat and keeps track of all work and work in progress from the remote location. Corruption regarding development becomes nil at worker level for salary perspectives. This document is meant to delineate the features of MGNAREGA Application, so as to serve as a guide to the developers on one hand and software validation document for the prospective client on the other  Overview   Admin can add work, display work. Admin can add user into the system Admin can allocate different work to different places. Admin can add demand of employee. User(Sarpanch,nagarpalikachief,mayor) can login into our system User can do registration of job card. User also manage applicant. User can give information about work (work in progress). User can also manage offer employee. User can manage musters and take attendance of worker Admin can calculate payment. Board can see work development at their office Common man can also see government Development work at their various areas.  Environmental Characteristic  Hardware :  Android device  Software:  Android OS Eclipse(API:2.2)  Goal of Implementation  Admin can login into system and then display and add work Admin can add user into the system Admin can allocate work to specific location User can login into our system User can do registration of the job card User can manage the musters and take attendance of the worker. Admin can calculate payment of worker. User can add detail about work in progress Board can login into the system and see the development of work which happens in Gujarat via Google map. Common men can also see the development of work in specific location.  Functional Requirements  Admin (Android Application):  Login Change Password Add user Add/Display Work Allocate work Demand management Payment calculation Logout   Users (Sarpanch/nagar palika chief/mayor)  (Android Application):  Login Change password Add detail about Work in progress Offer worker Job card registration Manage musters and take attendance.   Board (Android Application):  Login See work detail and payment calculation. See the Whole Gujarat Work Development   Common men (Android Application)   See the Development work of particular Area.   Behavioural description:   System Design:   Architectural Activity Diagram  Use case Diagrams:  Sequence Diagram – Insert Work Allocation:  Provide Payment Calculation:  User Interface Design   Admin Home Screen & User Management:  Work Management & Display Work:  Muster Management Demand Panchayat Management Sarpanch Home Screen Panchayat Management Work Management Board Home Screen              "
98,http://1000projects.org/phone-charging-alert-android-application.html,phone charging alert android application.," Title: Phone charging alert In our day to day busy life we have no time to always track the charging percentage of our smart phone which has a lot of apps and which brings the world in front of us .In today’s life our phone has become one of the important part of our body.so we all have to take care of it properly. Sometimes people may forget about phone and keep doing their own work and the phone reaches its dead point and gets switched off. Sometimes people put music in the phone and do their household works, after some time it gets switched off.           In night times when people are sleeping the phone can get switched off because of the apps that they are using consumes a lot of battery power. In these situations people may miss some of their valuable information. So, in order avoid all these type of obstacles we would like to develop an android app that provides a voice alert when our phone reaches 10% of the battery charging and reminds that’s the phone needs to get charged ASAP.            "
99,http://1000projects.org/friend-finder-android-application.html,friend finder android application.," Abstract: In India alone every year there are numerous crimes reported such as, rape, murder, abduction, kidnap etc. and the rate is increasing every year. In this 21st century also known as digital era it can be used for our benefit and make sure that parents friends and family feel safe, protected and be at ease when they have to let their loved ones go out and not be bothered constantly for their safety. The purpose for developing this Friend Finder Android Application  is to help us track the location of ones children, friends and family whenever there is a need and it also provides text based chat feature to communicate with the loved ones.           At times teenagers and young people might be misguided and may get carried away, so this app can also be used as a protective surveillance. The System can be described as locating the presence of children, friends and family. The proposed Friend Finder system will help users feel safe as they will always be monitored by their friends or family. This app may not completely eradicate the crimes that happen but it will definitely help reduce them up to great extent. Introduction The need to ensure security of children, friends and family is increasing day by day because of the increasing crime in our country. Parents are always worried about the whereabouts of their child. This application will solve all security issues as it keeps providing the current location of friends and family and also can send them instant text messages when required. The first phase the project is to first develop the texting feature which will be done by setting up a server which is responsible for sending and receiving messages. The second phase of the project is to provide the location details (longitude and latitude) to the people in the contacts who have the same application on their phones. Motivation for the proposed project The increasing security issues of the women and children in the society have become a very big concern for everyone. The proposed system will provide the previous locations which the contacts has visited. In cases where the mobile phone’s battery has been drained out or there is no internet network, tracking a person becomes easier. Objectives The objective of this Friend Finder project is to develop a System which includes the following features:  The system will provide current location and the previous locations of the contacts. The system will provide text based chatting.  Technical Details  The system uses the following technology: GPS(Global Positioning System) There are two main functional modules in the system:   Text based Chatting   Tracking Location  Hardware requirement are as follows:  Android 2.2 1 GHz processor 1GB RAM  Software requirements are as follows:  SE Development kit             "
100,http://1000projects.org/e-campus-android-application.html,e campus android application.," E_campus is an Android Application makes updates share easy. It often happens when HOD send any updates regarding the college to the students, but unable to find an appropriate way to do that. Information can be done by some other social network sites or by emails, but they are inefficient and time consuming. Since, this app is using internet they are fast and efficient. By using this Instant College Updates Android Application you can get the instant updates/alerts to your mobile related to Notifications, Time Tables, Results, Placements, Academic Calendars, fests etc. same like SMS alerts service. Here you have the option to get the updates/alerts based upon the user selection of certain region & courses. Existing System:           In this existing system in college, if principle or HOD need to update some imp notification to students. they are sending information through mail or by using any of online social network. there may be a choose that student may not check the mails Disadvantage:- Inefficient and time consuming No proper notification Proposed system: By using this E Campus app we can get instant college updates/alerts to your mobile related to notifications, Timetables, results, placements, Academics, fests etc., Advantages:- It provide updates of a specific Department. Fast and efficient. It is a dedicated application. It gives higher flexibility to the admin group. Conclusion It is an application which provides instant updates. Hardware Requirements: 1.Ram 2gb min 2.    500 gb hard disk latest processor latest android mobile Software Requirements: Eclipse Oracle 10g Apache tomcat 6.0 design v6 android sdk java sdk            "
101,http://1000projects.org/online-local-ticket-reservation-system-android-app.html,online local ticket reservation system android app.," APPLICATIONS As the Online Local Ticket Reservation System application is on android operating system and we are using android programming, We considered a couple of similar Ticket Reservation applications present in Google Store. Following are the list of  the application considered. UTS           M-Indicator Mumbai  DESCRIPTION  Introduction to online local ticket reservation system       USECASE diagram  SEQUENCE DIAGRAM   ACTIVITY DIAGRAM  Activity Diagram PROPOSED IMPLEMENTATION  WORKING OF PRESENT SYSTEM The present mobile ticketing application allows the daily suburban train travelers of Mumbai suburban area to book unreserved tickets of Indian Railways using their Smartphone. Having booked a ticket using the app, a commuter need not take a print-out of the same and can show its soft copy on the cellphone to the TTE. But there are certain problems being observed by the application users lately. Due to which it is not considered as a reliable application. Payment is done through Railway e-wallet. DISADVANTAGES OF PRESENT WORKING SYSTEM  Not User Friendly: The existing system is not user friendly because there have been complaints regarding authentication process and sync issues also have been observed. Difficulty in payment: We require better payment options because the current system shows page not found, there is a need to improve payment gateway to handle high traffic. Timing issues: The current system shows the pop-up message that tickets can’t be booked during the certain hours of day. Poor GPS : The present system doesn’t detects the location at times, thus it cannot be considered as a reliable application. Time consuming: The current system is slow. It requires more time to display the screen thus being inefficient.  PROPOSED IMPLEMENTATION  WORKING OF PRESENT SYSTEM The present mobile ticketing application allows the daily suburban train travelers of Mumbai suburban area to book unreserved tickets of Indian Railways using their Smartphone. Having booked a ticket using the app, a commuter need not take a print-out of the same and can show its soft copy on the cellphone to the TTE. But there are certain problems being observed by the application users lately. Due to which it is not considered as a reliable application. Payment is done through Railway e-wallet. DISADVANTAGES OF PRESENT WORKING SYSTEM  Not User Friendly: The existing system is not user friendly because there have been complaints regarding authentication process and sync issues also have been observed. Difficulty in payment: We require better payment options because the current system shows page not found, there is a need to improve payment gateway to handle high traffic. Timing issues: The current system shows the pop-up message that tickets can’t be booked during the certain hours of day. Poor GPS : The present system doesn’t detects the location at times, thus it cannot be considered as a reliable application. Time consuming: The current system is slow. It requires more time to display the screen thus being inefficient.  CHARACTERISTICS OF THE PROPOSED SYSTEM  User Friendly: The proposed system is user friendly the storage of user-id and password is done successfully. Thereby removing the syncing and authentication errors. User needs to register only for the first time and the data will be stored successfully.   Payments are done properly:.In our proposed system, our team will make sure that no payment issues are observed lately. By improving the payment gateway so that high traffic are also handled, making it user efficient. Timing : The proposed system allows user to book the tickets 24*7. By removing the problems which deals with time constraint.   GPS: Location detection services will also be improved, making the proposed system more efficient and reliable.             "
102,http://1000projects.org/mobile-tablet-attendance-system.html,mobile tablet attendance system.," INTRODUCTION Mobiles are most commonly used tools in today’s world, mobiles not only used for communication. People expecting more facilities from mobile devices by using different applications for various purposes. For these need we are used Android development Application, it allows to design different applications,games in a mobile device. Android development Application is a frame work which contains code in Java, C and C++. From the starting stage of Android development it experienced many updates in different stages. The major benefit from these applications are they are in expensive and open source. 1.1 Background           Android is a mobile operating system developed in2003 October by Rubin, Rich miner, Nick, Chris white, later in the year of 2005 it is purchased by Google for $50 million. The first available Android smart phone was the HTC Dream, it is released on October 22nd, 2008. Android mobiles occupies 85% of market share of the global smartphone industry. The main development of the Android done on 2007, Google release the “Open Handset Aliance (OHA)”. Since from starting stage of Android development it undergoes 19 updates. The most recent update of Android is version 6.0”Marshmallow” was released in 2015. 1.2 Significance Smart phones become most commonly used gadgets than computers, people life is most dependent on digital concept, because they provide various benefits to the users, any kind of Smart phones requires OS as an interface, and most popularly used OS is “Android”. Android OS is cheaper than other OS’s and it is flexible, it having many update stages so the performance of Android become more efficient than before.  Android developers normally provide tools for developing the services of the android application development for creating programs as well as for testing distributing and selling these applications in the mobile market. 1.3 Statement of problems the scope of this project is limited to the following: The limitation of this system is that it may not be able to register the depart hours for the employee who needs to leave the organization for some time during the work hours, that because of the nature of the departing operation which we can consider it as unorganized operation since any employee can ask for depart hours at any time and the approval for this departure come directly from the manager or the head of any department. Such procedure must be submitted by paper from the employee to the head of the department or the manager. 1.4 Research Questions Based on application the following questions are framed  How to manage critical employee information in easy way? How to schedule a work? How to monitoring the attendance efficiently? How to monitoring absence, leaves, overtime, late comers?  1.5 Objectives  Addressing physical and emotional needs of students. Dealing with absentees details. Generating daily, weekly, monthly reports. Providing instant information to the student and faculty.  1.6 Delimitations  We need to provide strong link between admin and student. Providing high security to the admin. We have to improve information monitoring related to leaves, absence, and report generations.   REVIEW OF RELATED LITERATURE 2.1 Introduction For implementing attendance management we used frame work which provides different tools and techniques. Designing an application in mobile devices is totally different from the desktop system because of their configurations. Researches still developing different techniques for managing attendance in organizations. We have to design our application in such a way that it can work in heterogeneous systems for these we use XML files and JAVA for client-server applications and database access. Generally Oracle and My SQL will be used in database concept, because they support different Operating systems and data types. Attendance is a basic task in each area, when the strength is low no problem to manage but in case when it is more it is most complex to manage the data. But the use of electronic attendance management system it is easy no time consuming process. For these purpose researches still developing different techniques. 2.2 Literature Review on Android  The main goal of developing attendance management application is to organize attendance details in easy way without consuming much time. Researchers used many techniques for providing these application. One of the process used by researches for making attendance during classes student send his photo to the faculty using email so that faculty ensures the presence of student in his class. Student can check his details by providing some information related to him for security purpose. For developing attendance management particularly Android is used because of some reasons:  Android operating system supports multi functioning. Android platform is open source and it is easily available to the consumer. Developing different application by using Android platform is easy. We can easily download applications from Google Android app. We can receive update notification automatically.  In the mobile market share Android devices occupies 85%. The main purpose of these application is providing and organizing attendance information in efficient way even the strength is more.  Fig 2.2.1 Bar chart representation on usage of Android application 2.3 Review on Existing Application In Earlier application is desktop related application, here user manually enter the information so that it consumes more time. In earlier application managing of attendance is become complex when it contain more number of people and it is not portable application. These system not support this application with heterogeneous systems. Instant information for both admin and students are not available and it contains less security to the data. Here sometimes information may be losses due to many reasons so we never guarantee the data present in a system. Earlier system not generating up to date reports so it may be difficult to the user for knowing there status information. 2.4 Limitations of Existing Application The main drawback of these earlier application is not portable. It cannot handle the data if strength is more. There is no existence of stronger security to the data present in a system. Earlier application is not supporting the usage of heterogeneous systems. In earlier application monitoring of information is most time consuming process and it is complex. It cannot schedule efficient data monitoring and information related to students and faculty. 2.5 Proposed changes in the new Application Drawback of portability is eliminated here. Mobile attendance management support all heterogeneous systems for functioning and this application handle attendance information even the strength is more, it is less time consuming process, it manages all the students and faculty information in easy way and it monitors the entire information in efficient way. It generates day to day and weekly, monthly reports. Less paper work is needed, because application access data from its data base directly, so it improves the performance speed of entire application. In proposed system computer operator control will be present so there is less chances of occurring errors, so work will be done in in time. Proposed system is user friendly, because both strong and retrieving of data is fast and Graphical User Interface is provides so user can easily interact with the Application. METHODOLOGY 3.1 Design Mobile Attendance is an Android application which is used for managing entire attendance details in efficient manner by using mobile devices.This application mainly contains three types of modules they are:  Admin Faculty Student          ADMIN:  Admin is having all the authority rights on both Faculty and Student. Initially the application will be started by login the admin with his user id and password. After login to the application the window will be appeared with Add Faculty and View Attendance buttons. Admin will add faculty by giving Faculty information like Faculty name, mobile number, email,  Subject, with Submit button.  After adding Faculty his user id and password will be sent to his mobile number and email so every time Faculty can login to the applications with these id and password. Next, When Admin click on View attendance button a window will be appeared with Year, Semester, Class, Brach boxes by selecting these boxes Admin can view total attendance information.  FACULTY:  Initially Faculty login to the application with his user id and password, after login the window will be appeared with View Attendance and View Reports buttons. If Faculty click on View Attendance, Other window will be appeared with Year, Semester, Class, Branch boxes, by selecting particular year, class, semester and branch he can view total student roll numbers belongs to particular class. Then, Faculty can choose particular student roll numbers then he can view the attendance information of that student. Next, when Faculty click on View reports, reports will be generated in 3 types they are end of the day reports and weekly reports and monthly reports. After clicking on View reports the window will appeared with Year, Semester, Class, Branch then select all the boxes then other window displayed all the students roll number belongs to that class then Faculty have to select particular roll number then window appeared with day report and weekly reports and monthly reports, so he can view the reports in Bar graph format. Faculty can retrieve the student data from database by using student roll number as a primary key.   STUDENT:  Student will be directly login to the application with their own user id and password having Submit and Register buttons. After click on Submit button another window will be appeared with View attendance and View reports buttons. When we click on View attendance he can retrieve only his attendance details with respect to date. When Student click on View reports he can view his day, week and monthly reports. He is having another button that is Present, when he click on these button the attendance is directly stored in database which is on Faculty side, The Student can give his attendance with in certain location which is fixed by Admin so student cannot perform any fault activities.  UML diagrams: UML stands for “Unified Modeling Language” it is used for describing about structural and behavioral patterns of a system.UML is used for visualizing and construction all the components of a system. It explains total working of a system. UML diagrams are basically classified into two types they are:  Structural Diagrams Behavioral Diagrams   Structural Diagrams: This diagrams represent static elements in a system, there are certain diagrams which comes under Structural are:  Class diagram Object diagram Component diagram Deployment diagram  Class Diagram: This diagrams are commonly used in UML, it consist class name, with their attributes and method names. Class diagrams represents what are the objects present in a system. Class diagrams contains associations, aggregation, and realization and collaboration relationships with other classes. Class diagrams contains some access specifiers with their operations and with their attributes. They are  + – #  Class diagram of these project contains three classes with names as admin, faculty, and student with their attributes and method names. Each class is having direct association with other classes for performing their jobs.                   Fig 3.1.1: showingadmin, faculty, student with their attributes and relations. Object Diagram: Object diagram contains set of objects with their suitable relationships, all those objects are static in nature. Object diagrams are similar to the class diagrams but the only difference is object diagrams represent practical view of a system. In representation the object can be represent with underline.  Component Diagram: In UML component diagrams explains about how the small components can be connected to form large components. Interfaces are used to connect one component with another means one component provide services to the other component. Component diagrams represents dependency relation between different components in a system. Component diagrams are mostly used in complex system which having many number of components. Deployment Diagrams: In UML Deployment diagrams shows the hardware components of a total system. It can be describe about what are the components present in a system with their suitable connections. In Deployment diagram nodes are represents with boxes and artifacts are represents in small rectangular box within a node. Generally these diagrams are used when the software is used in many system with same configurations. Behavioral Diagrams: Behavioral diagrams are mainly used to represents the behavior of a system, there are certain diagrams which comes under these session are:  Use case diagram Activity diagram Sequence diagram State chart diagram  Usecase Diagram: In UML use case diagrams represents communication among different elements in a system. In use case diagrams functionality’s nothing but use cases which represents in eclipse shape and actors are present in a system. Actors and use cases are related according to their roles in a system. From these diagram we can know who are the main participants in a system with their actions.  Activity Diagrams: In UML, activity diagrams represents the entire flow of a system in a graphical way. Activity diagram contains number of steps with arrows and shapes includes rounded rectangle indicates actions and diamond shapes represents decision and black circle indicated starting stage and double circle represents ending stages. Sequence Diagram: In UML, Sequence diagram explains behavior of a system, it describes how the object interacting with other objects with time lines. In Sequence diagram horizontal lines with arrows represent messages for communication and dashed line with arrow represents response messages, vertical dashed lines represents time lines. 3.2 Implementation Home Screen: Initial step is to unlock the home screen of android phone and then click on the icon show in below figure3.2.1. Fig 3.2.1: Home Screen  Selection Screen: Now we have to select our application from home screen.  Fig 3.2.2: Selection screen  Application Screen: The next step is to open application screen.  Fig 3.2.3: Application Screen Admin home page: This Screen shows the home page of admin with his activities.  Fig 3.2.4: Admin home screen Faculty home screen: These screen shows the faculty home screen with his activates  Fig 3.2.5: Faculty home screen  Student registration page: This screen shows the registration of student with necessary information  Fig 3.2.6: Student registration page  Student home screen: This screen shows the home page of student with his actions  Fig 3.2.7: Student home screen 3.3 Time line:  3.4 Resources:   Hardware Resources:   Intel Pentium IV & LATER. Memory of 512MB RAM & above. Hard Disk80GB & above. Mobile Android 2.2 version.    Software Resources:   JDK 1.5 or more. Eclipse J2we Indigo. SDK 2.2 version. ADT 11.0.0   CONCLUSION 4.1. Research outcomes Now we are managing total attendance details using android mobile phones by providing location based method, but the only thing is that we are using this application only in android based mobile phones so my future plan is to make this application in all operating system by adding some extra futures to it. 4.2. Conclusion In this project we are managing student attendance using android mobile phones, by introducing location based technique, it reduce the burden to the authorities and we may overcome some problem which are regularly occurred in manual attendance management system. By using this technique we can efficiently manage our attendance details and we can easily access our attendance information anywhere by using internet. 4.3Future work Some of the future works that I have to develop are as follows:  To run this application on other operating system mobile phones. Add additional future to this application. Providing location based attendance method by consuming less time.   References  Kim J. and S. K. Cheong, “Research on an Authentication Algorithm for an Electronic Attendance System in the Constructing of a Smart Campus,” International Journal of Security and Its Applications, Vol.7, No. 6 pp.199-208, 2013. Man and L.Y. Kyng, “Utilizing MYKAD Touch N Go features for Student Attendance System (TITO),”Proceeding of 1st International Malaysian Educational Technology Convention 2007, Johor Bahru, Malaysia, pp.114-120. Meier, “Professional Android 2 Application Development,” ISBN: 978-0-470-56552-0, Paperback, 576 pages, March 2010, The Busy Coder’s Guide to Android Development, Jul 2008: Version 1.0,ISBN: 978-0-9816780-0-9. Kar and A. Saha,”Study of implementing automated attendance system using face recognition technique,” International Journal of computer and communication engineering, Vol. 1, No. 2, July 2012. Singhal and R. K. Gujral,”Anytime Anywhere- Remote Monitoring of Attendance System based on RFID using GSM Network,” International Journal of Computer Applications (0975 – 8887) Volume 39– No.3, February 2012.                "
103,http://1000projects.org/scrap-collector-online-portal.html,scrap collector online portal.," Abstraction: Scrap Collector is Web based Online Portal for door to door Free Scrap Collection and Recycling Service. Scrap Collector Provides different Sectors which include Individual House, Society, Organizations and Industries.Give away your recyclables used paper, plastic, metal, glass etc in a most environment friendly manner. Introduction Project Summary:           Scrap Collector (SC) is the India’s first App and Web based Online Portal for door to door Free Scrap Collection and Recycling Service. Scrap collector brings transparency to the age-old ways of waste paper collection. We have introduced the use of electronic weighing scales at the doorsteps of clients.Our First Priority at scrap collector is Customer Satisfaction which we try to achieve by giving the Best Price, Accurate Weight (Electronic Weighting Machine) and 100% assurance of Recycling the Scrap Material Provided by our Customers. We purchase waste paper of all kinds at a fair price, including newspapers, notebooks, magazines, steel,brass, glass, iron, plastic, etc. Guarted to peek a scrap with in 24 hours. We make use of technology in the whole process of collecting waste. Give away your recyclables used paper, plastic, metal, glass etc in a most environment friendly manner. We have a centralized call center, and our mobile workforce uses tablet PCs for submitting their transactions. This enables trust among common people. We also take waste collection bookings through text messages. PURPOSE: I realized that the recycling industry in our country works in silos. On the other hand, waste management has become a problem for almost every household.Scrap Collection Service’s for different Sectors which includes Individual House, Society, Organizations and Industries. Post that, we launched this initiative called scrap collector means waste paper, plastic, books, glass, iron, steel, etc collect. The waste paper disposal space has, till date, been unorganized. This application use many people save a time and earn money. Scrap collectoris an innovative, organized waste paper collection and recycling system that changes the very experience of waste paper disposal, going much beyond it. Scope: We face many difficulties when we have to sell our scrap but this app will solve this problem. We don’t have to wait for scrap collector any more. Its digital world so this application provides digital way to sell our scrap. In this application scrap collector will comes to our lives and collect the scrap. Here we don’t have to wait for scrap collector or we don’t need to go for sell the scrap. Here scrap collector comes when we call them according to our convenience and collect all the scrap and give money at that time. This application will guarantee that scrap will be collected within 24 hours. There is no chitting in this weight will be measure in electronic weight machine. Features  User (admin, customer, scrap collector) can easily operate the application. We have a centralized call center, and our mobile workforce uses tablet PCs for submitting their transactions.  System Requirements The basic requirement includes: Graphic card GPS  Data dictionary  Class Diagram  Use Diagram             "
104,http://1000projects.org/bus-tracker-android-mobile-application.html,bus tracker android mobile application.,   INTRODUCTION  Bus Tracker is a mobile application. The main aim of this project is user can find their relevant bus according to their source and destination .User can know where the bus is exactly and user can get the notification when our bus is nearest to us. 1.1. CURRENT SCENARIO: In present scenario searching for bus based on our source and destination is difficulty. We need to user internet for checking the bus or need to ask to our friends. In current scenario there is no solution for finding the exact bus location and to get the notification when bus nearest to us.           1.2. PROBLEMS IN CURRENT SCENARIO:  It is having lots of manual work. We can’t find the exact location of the bus. We can’t get the notification if bus is nearest to us.  1.3. Proposed System: By using this application user can select the bus and user can find availability of the buses based on their source and destination. After selection user can find the exact location of the bus. When the bus is nearest to us user can get the notification to intimate like “your bus is nearest to you” 1.4. Advantages of Proposed System:  Easy way to find the buses Less time Can find the exact location of our selected bus Can get the notification when bus is nearest to us No need of doing manual work. Quick and efficient way to fin the buses.  1.5. Conclusion: By using this application we can overcome the problem which we are facing in current scenario and we can introduce a new way for tracking the bus.            
105,http://1000projects.org/smart-blood-bank-mobile-application.html,smart blood bank mobile application.,"   INTRODUCTION  The Smart Mobile blood bank is a android mobile based final year project. The Android project mainly used in emergency situations, through mobile user can get whole information regarding blood donars. Person who need to donate blood may register in our  mobile app  as he can modify their details by giving their  login user name and password. The person who need blood donor then they can search and find blood donors by using our application. User can get brief details about their contact details including their location. The user can make a call or message directly by using our application. 1.1. CURRENT SCENARIO: In present scenario searching for blood donors can take place through online blood bank websites or blood bank centers or by toll free numbers. So far it is a time taken process.           1.2. PROBLEMS IN CURRENT SCENARIO:  It is having lots of manual work. Every time user needs to connect net for online searching. It is waste of time to go to blood bank centers if available blood not presences. Most of the times user should want to wait in queue.  1.3. Proposed System: Mobile blood bank is mobile based project Mobile is a portable device, so far it can move easily from one place to another place easily. So Mobile is the best choice for communication .By using of this application people who want to donate their blood can register in this application by providing their details. And Persons who needs blood then they can search and found the blood which group they need. After searching list of donors will be displayed. Then user can communicate with them easily. 1.4. Advantages of Proposed System:  Easy way to find the donors Less time No need to search blood centers and no need to waiting in queue. User can find their specific blood group User can find donors contact details User can communicate with donor by making call or message directly to the donors by using our application  1.5. Conclusion: By using this application we can overcome the problem which we are facing in current scenario and we can introduce a new way to find blood donors.            "
106,http://1000projects.org/city-guide-android-application.html,city guide android application.," Project title: CITY GUIDE Overview: City Guide is an Android application by which an individual can access through all the information related to city providing the details of Hotels, Restaurants, Tourist places, Movie theaters, providing functionalities like Geo location, navigation and reviews.           Existing system: Most of the Existing systems are web sites and they do not provide navigation facility. Most of the existing systems are topic based and they provide only the specific details of only that information. Disadvantages:  An Individual cannot access to the information from the mobile and it is not very flexible. To search about the city an individual have to move through various web sites to gather all the different information.  Proposed system: The proposed system has the functionalities of navigation, geo location and all in one City guide. Advantages:  More flexible and can be accessed if the mobile has an internet. All in one information in a single application.  Conclusion: The City Guide  Android project aims for the user satisfaction in searching about the city and providing more flexibility to the user. Modules  Search Management Reviews  User Registration: This module describes about the registration process of the users in the system.  Functionality:   In user registration User will register by providing their basic details like email id, user name, mobile number, Qualification. After entering all the details, if registration is successful the user can login in to his account else user will not be entered. User can login in to his account by giving the user name and password. User can View and Update their Profile information like mobile number, email id, qualification. If User forgot the password, it is easy to recover by mail id/mobile number.   Provisioning:   User details:  user_name Email_id Password phone_number Dob Gender Registration_date     Alerts:    Implicit Alerts:   Alert on Registration successful. Alert on Registration fail. Login fail Or Validation alerts.   Explicit Alerts:   A notification will be sent to the users regarding login credentials when they forgets their password/user id   Queries:    How many number of users registered? What are the qualifications available to choose?   Reports:    A pictorial representation of number of users registered over a period of time? A pictorial representation of number of users registered based on gender?  Search Management:             This module describes about the user’s search management about the information.  Functionality:   In Search Management users will search the information regarding to their interests such as hotels, restaurants, events, tourist places, movie theatres,etc. User can search and even can see the geo-location of the area. Users can even check the route map from specified location using navigation facility.   Provisioning:   City details   City_id City_name   Place categories   Category_id Category_name   Place details   Place _id Place _name Place _image Place _address   Alerts:    Implicit Alerts:    Please select at least one city. Please select at least one category. Please select at least one Item.   Queries:    What is the number of categories available?    Report:   A pictorial representation of number of posts in different categories. A pictorial representation of number of post posted over a period of time.   Review Management: This module describes the opinion of users on a particular place, movie theaters, shopping malls, hotels, restaurants etc, Functionality:  User can give their opinion about posts.  Provisions:  Review:   Review_id Review   Comment:   Comment_id Comment   Alerts:  @implicit Alert:  Alert on the arrival of each review. Alert on the each comment.   Queries:    What are the comments to that post? What are the reviews to that searched information?   Reports:   A pictorial representation of number of users involved in reviews over a period of time. A pictorial representation of number of discussions in the different categories over a period of time.              "
