,DotNetUrls,Heading,DotNetContent
382,http://1000projects.org/chits-management-asp-net-project-report.html,chits management asp net project report.," Introduction to Chits Management Project: The project,” Chit Management” is a web-based application, that permits the user to register into the website and receive the description regarding the chits and the auction sum associated to their chits. It also permits a newly recorded individual to unite with a new chit based on their needs. The administrator plays a pivotal part in this project as he has the entire authority on the website and can alter the data, wherever it’s required in the database. The “Chit Management” project explains chit description, consumer description, chit amount description etc. The chit management will digitize the several operations executed in the chits and also offers user to respond and view the description. It facilitates the users to update or alter the description if required.           A chit is a reciprocally profitable plan where a association of persons contribute to the chit and a member of that association is granted the prize sum and dividends are shared by the remaining members of the association. A chit comprises of ‘n’ number of persons and they ought to pay an amount for ‘n’ number of months. The amount is evenly distributed amidst those persons. The amount can be paid in cash or via bank, within a week later to auction. A member can take part in auction from the beginning only if he has paid the amount in time. The chit management system comprises of six modules: Administrator, Registration,   Authentication, Customer, Update and Contact. Hardware Requirements: A mother board-Intel® Pentium®d Processor, a CPU of 3.00GHz, a RAM of 0.97 GB, a keyboard of 108 keys, a two-button mouse and a Hard disk of 80GB are required. Software Requirements: A Microsoft windows XP Operating System, Front end-Microsoft Visual Studio 2005, Back end-Oracle and Microsoft Word documentation (for preparation) are required. Download  Chits Management Asp.Net Project Report .            "
383,http://1000projects.org/centralized-authentication-registry-asp-net-project.html,centralized authentication registry asp net project.," Introduction to Centralized Authentication Registry Asp.Net Project: This project ought to be executed employing Web Services or WCF technology solely. The aim is, in the largest institutions, the User documents will be integrated in a register. For the access of various applications, the validation description will be restored from the register (generally Lotus Notes Domino or Windows Active Directory) and grounded on documents, the applications access part will be offered. For instance, in an institution, the staff member will be recorded with an application to satisfy the connecting formalities. When he associates himself with an institution, he receives an User ID and Password, similar documents he/she ought to be capable to employ the Intranet/Internet applications of the institution such as Mails, Attendance, Leave plans, Staff member reference for new jobs, employing Email of the institution to buy objects with firm trademark. Functional needs:           Manages the various applications  Maintain staff members’ data Offers safety to the applications Produce reports Constrain the  authorizations via web services Maintain user profile, alter password, description in case of forgetting the password.  Non-functional needs:  Safe access of private data(user’s description) ought to be offered Access of the application round the clock Application ought to be approachable over Internet Reformed element design to gain reformed performance at peak time Manageable service grounded architecture will be greatly suitable for expansion in the future.  Hardware Requirements:The system should have an Intel Pentium or above Processor, a RAM of 512 MB and a Hard Disk of 40 GB. Software Requirements:The Software needs include  a Windows XP or above Operating System, a Database- MS SQL Server 2005, a Web Server-Internet Information Services 6.0 or above, Web Technologies-HTML, CSS, Java Script, ASP.NET with VC#.NET, Client Application- Internet Explorer 6.0 or above  and IDE & Tools-Microsoft Visual Studio.Net-2008, AJAX Tool kit, Web services. Download  Centralized Authentication Registry Asp.Net Project .            "
384,http://1000projects.org/project-report-on-client-side-tracking-system.html,project report on client side tracking system.," Introduction to Client Side Tracking System Project: The main aim of this project is to develop an operation for client side tracking employing asp.net with MS-Access. This srs documentation has been composed for the administrators and firm staff employing the group intranet. The aim of this operation is to inspect the situation from which a user logs into make himself conscious of the local conferences and other programs that are being held. The fundamental operation of this happenings calendar is to offer a monthly coverage of the happenings and conferences that are planned for the different divisions of the firm. The happenings calendar would assist the staff member for planning his week or month accordingly. Their situation on Google map and network description can also be seen through this. The operation will be created employing Visual Studio 2008 (.NET framework) and MS-Access. In order to approach it, one needs to have an active intranet or internet connection.           User Interfaces:   The appearance and experience should be professional but light interface should be enchanting. The Microsoft Visual Studio 2008 and MS-Access should be employed.  Hardware Interfaces: The devices that are consistent alongside the website are general web browser consistent devices. Software Interface: Microsoft Visual Studio 2008 and Microsoft Office Access are required. Functional Requirements:   To trace the geographical situation of a user approaching the intranet Accessibility to the happenings description to that situation It assists in making the whole staff aware of the happening.  Non-functional Requirements:   Displaying the situation employing the Google Map web API Safeguard access of happenings while attach, deleting and altering Accessibility round the clock.  A user is given the login screen and as soon as he logs on, he can see the local events alongside the Google map situation and Network data. Download  Project Report on Client Side Tracking System .            "
385,http://1000projects.org/online-shopping-portal-project-report.html,online shopping portal project report.," Introduction to Online Shopping Portal Project: E-shop is a web based or online application on the internet where customer can explore the online shopping and services of the company. For instance a company who runs its business online websites through internet. The first and foremost preference of the company is to keep its customer always aware of its products and its prices.  E shopping company targets the customers and keep in touch with them by getting data from every customer from all its branches and resources, it may be through phone, mails, website or field. This data or details of its customers can be used in implementing the business policies like marketing, services; customers help desk or improving sales.  E- shop companies makes their all details on the website for their customers information, similarly they keep their customers data for study  to market their products directly to them via emails, phone, presenting discounts on products. Like wise the company provides the best services to its customers and also connected with them.            To establish a business in present world is a difficult task and it requires high proficiency and improved productivity of company. Now the manual work of sales and marketing is difficult because it is time consuming and one way approach, this is transuded into automated streamline which do all works from a single computer.  The online shopping reduces the manpower and time. Our business policy is based on E shopping. Our computer system tackles the sales of Electronic products and Services.  Download  Online Shopping Portal Project Report .            "
386,http://1000projects.org/university-management-system-project-report.html,university management system project report.," Introduction to University Management System Project: University Management System  starts with the registration of new staff and students. when the subjects are allocated to the staff the head of the department should enter the detailed information in the excel sheet. The staff enters the attendance of the students of their corresponding subjects and marks of the students. PROBLEM IN THE EXISTING SYSTEM: sorting and accessing the data in the form of excel sheet is a tremendous work. it requires a lot of laborious work. they should have to maintain the record of each and every student from starting it is so difficult and so costlier task. PROPOSED SYSTEM: In this project the UNIVERSITY MANAGEMENT SYSTEM (UMS) makes the management to get the updated information. this system includes the three functional divisions they are           University administrator College administrator User (student / faculties). UNIVERSITY ADMINISTRATOR has the functionality of registering new colleges and courses. COLLEGE ADMINISTATOR includes the creating department, course for each department, for each subject you should have to allocate a faculty. USER in this project the USER includes the two either lecturer or student. The faculty will enter the attendance of the students and also marks. The students will check their attendance and marks but they can’t modify or change anything.   Download University Management System Project Report .            "
387,http://1000projects.org/project-report-on-computer-science-department-portal.html,project report on computer science department portal.," Introduction to  Computer Science Department Portal Project: Computer Science Department Portal is a web based tool used for online web based Departmental portal information where it contains three different modules those are Administrator, students and departmental staff. The main aim of this application is to increase the relation between student and Department, get more information and knowledge to students and keep tracking student details.  It is easy to access for new user, to subscript this tool they need to fill the registration form on index webpage, and then the administrator provides full access to user to enter into the system with his/her login ID and password. Here each registered user can access all information which is displaying on the PHP based tool. This tool maintains the information on central based, syllabus details of different batches of CS Department. Students can also check their previous results, improve their skills using the provided documents and interact with their receptive teacher. Faculties can check the student details (profiles) and attendance on daily wises. The Departmental portal Major inputs are Faculty details, different study materials, student name, year of study, semester and student attendance .Adobe Dreamweaver is a software to develop and MySQL is for Database to store all details of the users.           The portal contains the client and server architecture where client system need at latest 20GB hard disk with512MB RAM and Server system needs 160GB hard disk with 2GB RAM, this  architecture is runs on internet facility. This project is runs on any kind of Browser (like IE, Mozilla, and Opera); here the usage of HTTP/HTTPs is communicate to client on internet. The limitation is GUI is display only English, login on to portal must have user ID and password.  Download  Project Report on Computer Science Department Portal .            "
388,http://1000projects.org/work-process-management-project-report.html,work process management project report.," Introduction to Work Process Management Project: Every project needs different kind of stages or phases. To check the status of the project need the one solution. The project deal with form top-level management to lower level management and gives the full details of the projects. This tool shows the status of projects updating. The existing system is more risk to take the process and very hard for day to day updating. The reports is taking the places of excel sheets and updates are done manual. Data should be very confusion format and it takes lot of time to update. The present proposed system take less time to updating the data, the report generation is very quick and maintain very safe. The distribute of document s to client very easy, user can view the particulars whatever they wants.             This tool contains the four types of module. Those are Login, Project Manager, project leader and group leader. To login this tool, each user need login id and password .After logon this tool Project Manager gives the permission to do the new project or not. If not he/she can add/delete/modifying the pervious project which they are presently working and   the Project Leader gives the permission for total documents whether it is change or adds or delete thing. The group lead is the taking the responded for the status of the completion or incompletion of documents. The project Manger screen contains the all the details of the projects. Project name, name of the group leader and his number also start date of the project and end of the project date.PM has permission to details of project now or old one and delete/update. PL permissions only for the documents views and check the status of the project.GL screen contain the status of  the document details. Download  Work Process Management Project Report .            "
389,http://1000projects.org/pharmacy-management-system-project-in-c-net.html,pharmacy management system project in c net.," Introduction to Pharmacy Management System Project: The .Net frame work is a platform for designing various software, website and operating system.  It provides large number of features such as interface, data access, data connectivity, web application and network communication. In this use class library to produce code base application. The .Net frame work is also known as Common Language Runtime (CLR). C#.net:- It is developed by  Anders Hejlsberg.  It is object oriented language that includes declarative and functional class based operation. It is simple that contain 80 keywords but it is highly expensive and to implement modern programming concept.           SQL server:-SQL stands for Structured Query Language. It is use to design database of any software. It includes insert, update, delete and modification query. It is sub divided into several languages for example clauses, which are used in statements. Expressions are to produce tables containing rows and columns. Queries which retrieve data from the table. In SQL semicolon is for termination the statement. Case tool: – Case tool is used to define system behavior that what happens inside and outside the system. It described the flow of event and its action. We use sequence diagram to show the behavior of system. In it collaboration is done in which a team is formed of few members to solve the system errors. In this we use the class to show the system structure, their attributes and their relationship with each other. In class the upper part holds the class name, middle part has the attributes and bottom part has the operation to be undertaken. Requirement: – It requires a windows xp operating system. C3.net in front end and SQL at the back end, 1GHz processor, 1GB RAM and 120GB hard disc. Conclusion: – We successfully completed the project with database connectivity. By this software we can check the payment, stock and purchase of the company.  Download  Pharmacy Management System Project in C#.Net .            "
390,http://1000projects.org/resource-allocation-in-of-dma-wireless-communications-systems-supporting-multimedia-services.html,resource allocation in of dma wireless communications systems supporting multimedia services.," Introduction to Resource Allocation in of DMA Wireless Communications Systems Supporting Multimedia Services: A resource allocation algorithm for downlink of orthogonal frequency division multiple access (OFDMA) systems upholding real-time (RT) and best-effort(BE) services concurrently over a time-differing wireless route is crafted. The suggested algorithm’s chief objective is increasing system throughput while gratifying quality of service(QoS) needs of the RT and BE services.  Two types of QoS services are considered. First includes the necessary average transfer rate for RT and BE services. Second includes the bearable average absolute deviation of transmission rate (AADTR) which is only for RT services and is employed to curb the variation in transfer rates and to restrict the RT packet defer to a temperate degree. We define the maximization problem portraying the resource allocation being regarded, and resolve it by employing the dual optimization technique and the projection stochastic sub gradient method. Assumption outcome displays that the supposed algorithm satisfies the QoS needs with great throughput and surpasses the modified largest weighted delay first (M-LWDF) algorithm that upholds same QoS needs.  Though this approach refines the system throughput, it can lead to the deprivation of the user who is facing a difficulty from a faulty route since long, that leads to extensive packet defer. As far as the RT users are concerned, the extensive defer heads to extreme deterioration of performance. The suggested algorithm conquers this hurdle by the limited use of route deviation, where the limitation is provided by the QoS needs of RT and BE traffic.            Hardware Requirements:  The system should have a Pentium- IV 2.4 GHz processor, a Hard Disk of 40GB, A Floppy Drive of 1.44MB, a 15 VGA colour Monitor, a Logitech mouse and a RAM of 256 MB.  Software Requirements:  The system should have an Operating Software-Windows XP Professional, a Front end-Visual Studio 2005, a Coding Language-Visual C# .Net and a Back-End-Sql Server 2000. Download Resource Allocation in of DMA Wireless Communications Systems Supporting Multimedia Services.            "
391,http://1000projects.org/e-learning-system-project.html,e learning system project.," E-learning has become popular these days and number of lecturers and students are attracted towards the online learning methods. E-learning has started its evaluation from distance education methods, where the education is not done at a class room level .  Distance learning has become successful due to many advantages like its flexibility, ease of use and learning from a remote location as well. Even the business aspects has raised a lot in E-learning and lot of returns are achieved based on E-learning business and it is around US$90 billion at the beginning of 2000.  Mostly e-learning is used by the adults who are already working in some organizations, they are learning for a better qualification with out neglecting their current job and also with out disturbing their earning capability. This e-learning is not only popular for the working employees it is also used by the students and some job searchers also.            In the younger generation e-learning had become a daily requirement as the technology and internet is spread throughout the world . The fact is that e-learning or online learning is generally used by the teenagers. Even though it is popular and most used, e-learning has few limitations.  One of such limitations is learners who don’t have computer proficiency will use e-learning for attaining good knowledge as the e-learning mainly focuses on the computer technologies, but the learners who don’t have good computer skills will feel this as a barrier for them. The other limitation is, in e-learning the physical interaction among the learners will be limited .             "
392,http://1000projects.org/school-website-project-report.html,school website project report.," An effective e-learning is studied in this research and in general there are different e-learning models and methods in existence and most of them concentrate on different aspects and a typical high school is designed and implementation procedure is discussed in this research. Moodle is an object oriented e-learning system and this can be used to create an automated online education portal with the use of some customized templates.  The main disadvantage with these templates is that, if there is any issues with respect to programming and also if anything need to be updated it is not possible and in this I research I have given a design and implementation procedure to develop an online high school system similar to the Moodle and with this updating the software programmatically is very easy. Student Module:           As already discussed, this module mainly concentrates on the retrieving of the existing data from the database or just to update the profile information of the student who logged in into the website. The explanation of the functionality of each tab related to Student module can be explained as below.(Screen shots have been provided in the appendix section for this document for better understanding. ) For proceeding into the website as student login with the given credential for a student.  Home Tab: When the Student clicks on this tab then he will be redirected to the Homepage.aspx where in which he can just get an idea of what actually this site is meant for. This page is common for both the Student and Administrator. Profile Tab: When the student clicks on the profile tab then he will be redirected to the Stu_editprofile.aspx page where in which the student can view his profile, which was created already during registration. If he/she feels that his/her profile should be changed then he is provided with an edit option which will redirect him to the Registration.aspx page from where he can update his existing profile and then submit that to the database of the school. The fields in this page can be explained as below. Student Name: Displays the Name of the student as per the existing Data in the school Database.  Father Name: Displays the Fathers Name of the student as per the existing Data in the school Database. Group: Displays the group of the student as per the existing Data in the school Database. Batch: Displays the Batch of the student as per the existing Data in the school Database. Email ID: Displays the email Id of the student Contact Number: Displays the contact number of the student Address: Displays the contact number of the students as per the school database.   Events Tab: When the student click on the vents tab of the main menu then he will be redirected to the Stu_viewevents.aspx from which he can view the events that are going to happen in the period he specified. When the student gives the from data and to date with in which he want to view the events scheduled the list of the events that have been scheduled for that particular period will be displayed to student in  the form of a grid mentioning the event details such as Event Name, Contact person for that event provided the student feels interested in participating in any particular event. The fields used in the page will be explained as below.    From Date: Select the from-date of the period in which the student wants to view the events from the calendar control provided. To Date: Select the from-date of the period in which the student wants to view the events from the calendar control provided.  Result:Once all the required Data has been filled by the Student,he should click on the Submit button .Then a Data Grid will be displayed containing all the events present in that particular period  Quiz Tab: When the student clicks on the quiz tab of the menu then he will be redirected to the Quiz1.aspx where the student will be provided with an option to select the course in which he would like to take the test. Once he selects the course then a list of questions will be appearing in front of him to start the test. Once the student finishes the test and clicks on submit button then he can view his score for the exam written. The fields in this page can be explained as below. Select Course: Select the course for which the student is interested in taking the test from the list of available courses such as Maths, Science and Social. Result:Once the student have selected the course in which he want to take the test then alist of questions will appear.After finishing the test the student is supposed to click on Submit button up on which the Result containg the score for that test will be displayed as a message.  Learning Tab: When the Student clicks on the Learning tab of the main menu then he will be redirected to the Learninghome.aspx where in which he can see all the content that was uploaded for online learning. For each and every course that was uploaded there is a tab provided such as Maths, Science, Social etc. When he clicks on any one of the topics available there then he will be redirected to the corresponding course page. Finally, when the user (either the admin or the student) clicks on the Logout tab then he will be logged out of the “The High School” website. In addition to all the above there is one more option in this website which the students who doesn’t have their registrations yet into the “The High School” can use to register themselves into the website. This option was provided in the Default.aspx page as a Hyperlink. When the new student clicks on this hyperlink then he will be redirected to the Registration.aspx where he can fill all the required fields and then get his registrations done.            "
393,http://1000projects.org/school-website-project-documentation.html,school website project documentation.," School website project documentation covers detailed explanation on modules and detailed explanation of every module are explained in this topic. The High School website mainly contains the following tabs in the menu whose functionality will be varying depending upon the roles(Admin and Student).  Home tab Profile tab Events tab Learn tab Quiz tab Logout tab  Now each and every Tab of the main menu will be redirecting the user to the different pages depending on the role of the logged in user. Here we have asumed that there is only one Administrator in this website and his login credentials are user Id =1 and pwd=”Admin1”.Rest all user IDs are treated as students.So when ever the user logs in with user id 1 then the system exibits the admin module functionality.For all other user IDs the system Exibits the Student module functionality even though the Menu tab remains the same for both the modules.Let us start describiting the difference in the functionality of each tab for Administrator role and Student role.           Administration Module: In the Administration Module as already discussed all the insertions of data into the high school data base  will be taking place.The explanation of the functionality of each tab related to Admin module is a below(screen shots have been provided in the appendix of this document for better understanding). Login into the website as an Administrator(means user id =1 and pwd = Admin1). Home Tab: When the Administrator clicks on this tab he will be redirected to Homepage.aspx where in which he can see the information like what actaully this website is meant for.This page is common both for the Administrator and the students. Profile Tab: When the Admin clicks on the Profile Tab then he will be redirected to the Registration.aspx from where he can register a new student into the high school database.By giving all the inputs Admin then clicks on the Submit button to insert a new student record into the database.The fields of this page are explained as below.   Student Name:Enter the Name of the Student. Father Name:Enter the father name of the registereing student. Group:Select the group from the available  list of groups such as Maths,Science,Social etc. Batch :Enter the year of the course eg:2005 Email ID:Enter the email ID of the student Contact No:Enter the Contact number of the Student Address: Enter the Address of the Student.  Reset button is provided to clear all the textboxes that have been filled by the Admin so that the admin can upload one more student. Result:Once all the Data has been filled by the Admin,he should click on the Submit button .Then a new profile will be inserted into the Database and a Message will be displayed mentioning that the Profile has been created successfully.  Events Tab:  When the Admin clicks on the Events Tab then he will be redirected to the EventsCreation.aspx from where he can create a new event into the highschool database.By giving all the inputs Admin then clicks on the Submit button to insert a new event that will happen in future in the school into the high school database.The fields of this page are explained as below .  Event Title:Enter the title of the event which you want to get displayed to the student such as “Quiz Competeion for the Maths students”. From Date:Select the From date of the event i.e. the date on which this event is going to start in the school from the calender control which will appear on clicking the calender image  . To Date:Select the To date of the event i.e. the date on which this event is going to end in the school from the calender control which will appear on clicking the calender image  . Event For :Enter the specific group name for whom this event is emant for such as Science students ,for all etc. Contact Person:Enter the contact person name. Contact No:Enter the Contact number of the person in contact. Email Id:Enter the Email ID of the contact person.  Result:Once all the Data has been filled by the Admin,he should click on the Submit button .Then a new Event will be inserted into the Database and a Message will be displayed mentioning that the new Event has been created successfully. Reset button is provided to clear all the textboxes that have been filled by the Admin so that the admin can upload one more Event. Quiz Tab: When the Administrtor clicks on the Quiz Tab then he will be redirected to QuizCreation.aspx page from where he can insert a new question into the database for each course selected by him.Here the Administrator is provided with a Dropdown list to select the course for which he wants the questions to be mapped.After giving all the required information to each and every question the Administrator clicks on Submit button to insert the new question into the Database which will be added to the questions list of a particular Course such as Social,Maths,Science etc. The fields of this page are explained as below . Select Course: Select the course from the list of courses available in the dropdown list for which you want to map the questions that is going to be created.  Question ID:Accepts an interger as a question ID for the the question which is going to be created.Eg Question ID = 1 Question:Enter the Actual question which you want to be inserted in the Database for the selected course. Answer 1:Enter the first option of the asnwers tothe question. Answer 2: Enter the second option of the answers to the question given. Answer 3: Enter the third option of the answers to the questions given. Answer 4: Enter the fourth option of the answers to the questions given. Correct Answer: Enter the exact answer for the given question so that that can be used to calculate the result.  Result:Once all the Data has been filled by the Admin,he should click on the Submit button .Then a new Question will be inserted into the Database and a Message will be displayed mentioning that the new Question has been created successfully. Reset button was provided to clear all the fields that have been filled by the Admin such that he can insert one more Question into the database by selecting the course from the available list of courses. Learning Tab: When the Admin clicks on the Learning tab the he will be redirected to the Learninghome.aspx where in which he can see all the content that was uploaded for online learning. For each and every course that was uploaded there is a tab provided such as Maths, Science, Social etc.            "
394,http://1000projects.org/school-website-database-design.html,school website database design.,"  School Website Database Design: This website was developed using Microsoft SQL Server 2008 as the backend. The database design contains few tables and store procedure as per the requirement. Few tables designed were as below School_users : This contains the data related to all the users of the website such as the student name, Fathers name, course, batch, email, contact number, address etc. Courses: This table contains the course id and course name that have been assumed in our website such as Maths, Science, Social etc.           Questions_list: This table contains the questions and the corresponding answers as well as the course_id to which that question belong. Events_list: This table contains the complete information related to the events of the school, which has been conducted, or going to be conducted in future in the school. Instead of having inline queries written in the DAL we have created stored procedures for all the necessary functions to get reusability of the created stored procedures and to maintain perfect coding standards throughout the website. The stored procedures created for this school website can be explained as below. sp_createEvent :This Stored procedure is used to create a new event i.e. to insert an new event into the high school database by the administrator which is going to happen in future. sp_getevents :This stored procedure is used to retrive the events that have been scheduled during that period when given the from data and to data by the students. Getquestions : This Stored procedure is used to retrive the questions from the database depinding upon the course seleted by the student for the quiz.Here the iput is Course ID. Sp-getprofile:This Stored procedure is used to retrive the pofile of a particular student when he click on the profile on the menu tab in his login. Updateprofile :This stored procedure is used to update the existing profile of any particular student in the student login when even the student feels to uodate his existing profile.            "
395,http://1000projects.org/high-school-website-design-project.html,high school website design project.," The “The High School “website is a website developed using Three tier architecture having Data Access Layer termed as DAL,Bisuness Logic layer termed as  BLL,Presentation Layer termed as UI.BLL is also called as Business Access Layer and Presentation Layer is also known as User interface. The layer will be shown to the end user is called as Presentation Layer. Data Access layer contains the functions that will connect to the database to fetch the Data from the database to the website. Business Logic layer contains the logic behind the implementation. In addition to this website was developed is using all the available concepts of dot net coding and html such as Master Pages, User controls, Style sheets etc to present a better and neat web application to the students .Standard Stored procedures have been used to communicate will the Database both to insert data or to get data instead of writing the inline queries which is a bad practice. Menu item has been used in this website which will be redirecting each user to different pages as per the provided access This website development have been split up into two modules known as  Administration Module Student Module  Administration Module Design:           This module was mainly intended to insert or update the data into the school database related to student’s profiles, events, learning topics, quiz questions online exams etc.For this module to be accessed we have created a role in the “The High School” called as Administrator .The Administrator is the one who take cares of the complete website maintenance. We assumed that there will be only one Administrator for this website. Following are the accessible points for the administrator. Home: The administrator can view the Home page where in which he can understand what actually this site is meant for. Profile: Create a new profile and insert it into the data base. For example inserting a student profile into the database such that he can access “The School website” Events: This page is used to create or insert new event into the high school data base that will occur in future in the school which will be visible to the students from their login. Quiz: This page is used to insert Quiz questions into the High School Database for each course such that the students can write online examinations and test themselves how far they were able to grab the concepts. Logout: Used to logout of the application.   Student Module Design: This module was developed for the students to use. This module facilitates the student to register himself into the “The High School” website, View his profile update his profile when felt necessary. He can also study the subject online; participate in some online examinations available in the Website to analyze his stuff. The students can also get their registration done with the help of administrator. Administrator from his login can create the students profile when requested. Following are the accessible points for the Students. Home: The student can view the Home page where in which he can understand what actually this site is meant for. Profile: The students who have registered with the website can view their profiles in their own login. If he feels that his profile should be changed then he can do the same. Events: This page is used to view the events that are happening or happened in their school when given the from data and to date for the events. Learn: This page is used for eLearning of the students where they can study any topic that has been dumped into the site and enhance their knowledge. Quiz: This page is used to write some online examinations for the students and submit to get their results, which will be used to test themselves. Logout: Used to logout of the application. In addition to this, we have implemented the Master pages such as menu.Master, Learning.Master, Title. Master etc. Style sheets have been created and have been referenced in each and every  so as to follow same look and feel throughout the website.  Each and every page implementation and results will be discussed in the coming chapter known as Implementation and Results.            "
396,http://1000projects.org/school-website-project-modules.html,school website project modules.," School website project is implemented in asp.net platform using C# programming language. This project consists of two modules administrator module and student module. Administrator Module: The Administrator is the owner of this website who maintains this website. He is user who uses this website for the registration of Students updating all the future events into the websites that should be accessible o the students. Administrator is also responsible for creating online quiz and also to dump the eLearning topics in to the “The High School” website. He is provided with a login user ID and Password with which he will be allowed to browse to through the website. Depending upon the role the website will be redirecting to the corresponding pages. Administrator is the whole and sole responsible person of this website and he is the only one who can insert any data into the database.             Student Module: Second role available in our school website is Student. Student role is the end user role of this “The High School” website. The student can register himself into the “The High School” website. Once the registration have been done he will be provide with a user ID and password with which he can login in to the school website. Here the student can view his profile, update his profile, Learn new concepts, and participate in the existing online exams. Apart from all these he can get updated of the events both academic and curricular activities that have been going on in the school such that he can plan accordingly to participate in those events if interested. The student is restricted to view his own profile and to update his own profile if felt necessary. View of other students profile is completely prohibited as it may lead to security issues and may disturb the main intention of this website. Insertion of data from student login in strictly prohibited other than creation of his profile i.e. registering himself into the school. He is provided access to all the learning courses as well do not want to restrict his leaning interest to one particular group to which he actually belongs.             "
397,http://1000projects.org/customer-portal-for-a-mutual-fund-company-project-report.html,customer portal for a mutual fund company project report.," PMS is a mutual fund company with assets under management of over crores. It receives customer transactions and complaints through paper forms, it maintains information about all the schemes on database servers located in its highly secured data centers.  In order to perform various financial and non financial transactions without visiting the branch offices of PMS it is made web based, the financial transactions will be stored in database and are processed overnight in batch mode. The following are the requirements of the portal Registration: while opening a mutual fund account PMS issues a  personal identification number PIN for the folio number mentioned in the application. A user can invest in mutual fund schemes of PMS and each will have a separate folio number           Mapping facilities: User can either update his or her portfolio or create a family portfolio Own portfolio: System will automatically create own portfolio for the user using folio number and PIN entered during registration. Family portfolio: A user can create a family portfolio, he or she can map several folio numbers. But each folio should contain a valid PIN number. Download Customer Portal for a Mutual Fund Company Project Report.            "
398,http://1000projects.org/corporate-recruitment-system.html,corporate recruitment system.," Corporate recruitment system is a web based tool that has come into existence to reduce the gap between job seeker and job provider. It makes the recruitment of required skilled employees easy and faster as especially in fast growing IT companies that grown on trend technologies the recruitment should be done fast. The existing recruitment procedure is time consuming so there is a need for efficient recruitment process such a process is our corporate recruitment system. The corporate recruitment system is designed using java web technologies like servlets, JSP, JDBC, JavaBeans, Java Scripts, HTML and windows XP server with a hard disk of Intel Pentium III , RAM of 128MB and a CD drive This system is designed on a number of different modules  Registration of job seekers and job providers: Both parties should register in the system .Separate forms are provided for both the job seekers and job providers. Advanced search option for  job providers: System provides a database to the job providers that contains all the data about suitable candidates Job provider’s module: Administrator maintains all site users. Listing jobs for job seekers: new jobs are updated by the job providers Sending mails to job seekers: When any of the job provider selects a job seekers profile that particular person will be intimated by the administrator. Conducts online tests: CRS also conducts online tests as designed by the organization that recruits the job seekers. Here the job provider provides a password to job seeker Generation of reports: CRS allows job providers to generate reports based on tests or on any of their requirements.  Through this corporate recruitment system process certain business requirements are also met they are            Search capabilities User friendly Tracking management Value added service Security  In CRS structured analysis is also carried out that allows user to understand a newly designed system. It is a detailed step by step investigation of related procedures to see what must be done and to determine the best way. Download Corporate Recruitment System  Report.            "
399,http://1000projects.org/container-terminal-management-system-ctms-project-report.html,container terminal management system ctms project report., Introduction to Container Terminal Management System CTMS Project: The aim of the project is to develop a Container Terminal Management System for a larger container port terminal having one of the biggest container handling facilities in the country. The terminal occupies a strategic partnership with major shipping lines to provide customers in the country and the regions with links to more than 100 ports around the world. CTMS has two major modules they are 1. Containers module.           2. In-Yard operations module. Containers module: The containers modules handles the following areas they are Export Containers: The voyage call has been registered container port through system with reference by shipping agent. The shipping agent will assign the hauler to handle the container to port. The customs clearance will be handled forwarding agent appointed by shipping agent. After clearance the container enters into hauler and is then accepted by port terminal and is stacked in yard location. On arrival of vessel the container will be loaded in the vessel and necessary bill will be generated by the system. Import Containers: The voyage call has been registered by the container terminal through the system with reference to shipping agent. On the arrival of vessel containers are discharged from vessel and stack is allocated in yard location. Empty containers: Empty containers are same as import and export containers Reefer container handling: Refrigerators are stored in the yard as it requires necessary cooling before loading the ship or delivery to the customer. In-yard operation module: The following activities take place in this module they are  Packing or unpacking In-yard movement Yard planning  Packing or unpacking: The forwarding agent may request the port terminal to pack their cargo into the container empty container which is stacked in the yard. The port terminal will pack all the cargo into specified container and convert this into export. In-yard movement: All the containers inside the yard are handled by private carriers. The necessary data to move the container by the carrier are communicated through wireless system called RDT. The CTMS application will communicate with RDT system to receive and send data based the VMT/HMT requests. Yard planning: The location for stack import or export containers is planned prior to container arrival. In turn the yard planning is controlled by CTMS.  Download Container Terminal Management System CTMS Project Report.            
